MonthYear,Negative,Neutral,Positive,MedianSentiment,PercentageNegative,PercentageNeutral,PercentagePositive,Date,TotalSentiments
1991-12,1.0,0.0,0.0,Negative,100.0,0.0,0.0,1991-12,1.0
1992-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-01,0.0
1992-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-02,0.0
1992-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-03,0.0
1992-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-04,0.0
1992-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-05,0.0
1992-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-06,0.0
1992-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-07,0.0
1992-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-08,0.0
1992-09,0.0,1.0,0.0,Neutral,0.0,100.0,0.0,1992-09,1.0
1992-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-10,0.0
1992-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-11,0.0
1992-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-12,0.0
1993-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-01,0.0
1993-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-02,0.0
1993-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-03,0.0
1993-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-04,0.0
1993-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-05,0.0
1993-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-06,0.0
1993-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-07,0.0
1993-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-08,0.0
1993-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-09,0.0
1993-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-10,0.0
1993-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-11,0.0
1993-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-12,0.0
1994-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-01,0.0
1994-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-02,0.0
1994-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-03,0.0
1994-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-04,0.0
1994-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-05,0.0
1994-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-06,0.0
1994-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-07,0.0
1994-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-08,0.0
1994-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-09,0.0
1994-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-10,0.0
1994-11,1.0,0.0,0.0,Negative,100.0,0.0,0.0,1994-11,1.0
1994-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-12,0.0
1995-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-01,0.0
1995-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-02,0.0
1995-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-03,0.0
1995-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-04,0.0
1995-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-05,0.0
1995-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-06,0.0
1995-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-07,0.0
1995-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-08,0.0
1995-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-09,0.0
1995-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-10,0.0
1995-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-11,0.0
1995-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-12,0.0
1996-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-01,0.0
1996-02,1.0,0.0,0.0,Negative,100.0,0.0,0.0,1996-02,1.0
1996-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-03,0.0
1996-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-04,0.0
1996-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-05,0.0
1996-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-06,0.0
1996-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-07,0.0
1996-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-08,0.0
1996-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-09,0.0
1996-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-10,0.0
1996-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-11,0.0
1996-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-12,0.0
1997-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-01,0.0
1997-02,1.0,2.0,1.0,Neutral,25.0,50.0,25.0,1997-02,4.0
1997-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-03,0.0
1997-04,1.0,1.0,0.0,Negative,50.0,50.0,0.0,1997-04,2.0
1997-05,0.0,1.0,0.0,Neutral,0.0,100.0,0.0,1997-05,1.0
1997-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-06,0.0
1997-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-07,0.0
1997-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-08,0.0
1997-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-09,0.0
1997-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-10,0.0
1997-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-11,0.0
1997-12,0.0,1.0,0.0,Neutral,0.0,100.0,0.0,1997-12,1.0
1998-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-01,0.0
1998-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-02,0.0
1998-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-03,0.0
1998-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-04,0.0
1998-05,0.0,6.0,0.0,Neutral,0.0,100.0,0.0,1998-05,6.0
1998-06,1.0,2.0,0.0,Neutral,33.33333333333333,66.66666666666666,0.0,1998-06,3.0
1998-07,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-07,2.0
1998-08,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-08,2.0
1998-09,0.0,1.0,1.0,Neutral,0.0,50.0,50.0,1998-09,2.0
1998-10,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-10,2.0
1998-11,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-11,2.0
1998-12,12.0,38.0,5.0,Neutral,21.818181818181817,69.0909090909091,9.090909090909092,1998-12,55.0
1999-01,112.0,213.0,53.0,Neutral,29.629629629629626,56.34920634920635,14.02116402116402,1999-01,378.0
1999-02,108.0,267.0,45.0,Neutral,25.71428571428571,63.57142857142857,10.714285714285714,1999-02,420.0
1999-03,121.0,353.0,66.0,Neutral,22.407407407407405,65.37037037037037,12.222222222222221,1999-03,540.0
1999-04,122.0,395.0,63.0,Neutral,21.03448275862069,68.10344827586206,10.86206896551724,1999-04,580.0
1999-05,149.0,405.0,77.0,Neutral,23.613312202852615,64.18383518225039,12.202852614896988,1999-05,631.0
1999-06,122.0,443.0,71.0,Neutral,19.18238993710692,69.65408805031447,11.163522012578616,1999-06,636.0
1999-07,123.0,461.0,88.0,Neutral,18.303571428571427,68.60119047619048,13.095238095238097,1999-07,672.0
1999-08,120.0,377.0,95.0,Neutral,20.27027027027027,63.682432432432435,16.0472972972973,1999-08,592.0
