date,real,nominal
2015-02-01,23771.97,18132.700
2015-03-01,23180.06,17776.120
2015-04-01,23210.52,17840.520
2015-05-01,23305.82,18010.680
2015-06-01,22729.17,17619.510
2015-07-01,22819.92,17689.860
2015-08-01,21354.21,16528.030
2015-09-01,21072.40,16284.700
2015-10-01,22856.62,17663.540
2015-11-01,22982.74,17719.920
2015-12-01,22669.96,17425.030
2016-01-01,21389.72,16466.300
2016-02-01,21438.42,16516.500
2016-03-01,22866.82,17685.090
2016-04-01,22856.90,17773.640
2016-05-01,22785.40,17787.200
2016-06-01,22896.60,17929.990
2016-07-01,23574.83,18432.240
2016-08-01,23516.32,18400.880
2016-09-01,23342.89,18308.150
2016-10-01,23095.30,18142.420
2016-11-01,24382.56,19123.580
2016-12-01,25197.32,19762.600
2017-01-01,25167.80,19864.090
2017-02-01,26285.86,20812.240
2017-03-01,26076.98,20663.220
2017-04-01,26364.10,20940.510
2017-05-01,26428.88,21008.650
2017-06-01,26836.48,21349.630
2017-07-01,27517.14,21891.120
2017-08-01,27522.92,21948.100
2017-09-01,27939.15,22405.090
2017-10-01,29174.80,23377.240
2017-11-01,30291.89,24272.350
2017-12-01,30874.31,24719.220
2018-01-01,32477.54,26149.390
2018-02-01,30936.09,25029.200
2018-03-01,29719.13,24103.110
2018-04-01,29672.35,24163.150
2018-05-01,29860.57,24415.840
2018-06-01,29635.39,24271.410
2018-07-01,31031.95,25415.190
2018-08-01,31703.05,25964.820
2018-09-01,32252.68,26458.310
2018-10-01,30565.88,25115.760
2018-11-01,31182.46,25538.460
2018-12-01,28576.14,23327.460
2019-01-01,30574.60,24999.670
2019-02-01,31565.69,25916.000
2019-03-01,31399.63,25928.680
2019-04-01,32017.86,26592.910
2019-05-01,29827.68,24815.040
2019-06-01,31973.15,26599.960
2019-07-01,32237.12,26864.270
2019-08-01,31683.94,26403.280
2019-09-01,32273.28,26916.830
2019-10-01,32347.29,27046.230
2019-11-01,33577.54,28051.410
2019-12-01,34189.05,28538.440
2020-01-01,33709.44,28256.030
2020-02-01,30237.14,25409.360
2020-03-01,26125.25,21917.160
2020-04-01,29214.86,24345.720
2020-05-01,30459.73,25383.110
2020-06-01,30820.58,25812.880
2020-07-01,31396.84,26428.320
2020-08-01,33661.18,28430.050
2020-09-01,32865.75,27781.700
2020-10-01,31324.89,26501.600
2020-11-01,35062.51,29638.640
2020-12-01,36176.86,30606.480
2021-01-01,35289.54,29982.620
2021-02-01,36190.87,30932.370
2021-03-01,38324.56,32981.550
2021-04-01,39057.70,33874.850
2021-05-01,39467.16,34529.450
2021-06-01,39091.34,34502.510
2021-07-01,39372.27,34935.470
2021-08-01,39780.82,35360.730
2021-09-01,37972.88,33843.920
2021-10-01,39867.17,35819.560
2021-11-01,38173.48,34483.720
2021-12-01,40117.48,36338.300
2022-01-01,38469.39,35131.860
2022-02-01,36773.47,33892.600
2022-03-01,37140.51,34678.350
2022-04-01,35120.73,32977.210
2022-05-01,34738.60,32990.120
2022-06-01,31975.67,30775.430
2022-07-01,34126.09,32845.130
2022-08-01,32739.34,31510.430
2022-09-01,29788.35,28725.510
2022-10-01,33813.14,32732.950
2022-11-01,35765.82,34589.770
2022-12-01,34373.70,33147.250
2023-01-01,35074.54,34086.040
2023-02-01,33407.80,32656.700
2023-03-01,33939.63,33274.150
2023-04-01,34609.63,34098.160
2023-05-01,33303.17,32908.270
2023-06-01,34717.27,34407.600
2023-07-01,35808.45,35559.530
2023-08-01,34791.35,34721.910
2023-09-01,33507.50,33507.500
2023-10-01,33052.87,33052.870
2023-11-01,34337.87,34337.870
